Source	ObsID QPO0_freq QPO0_pos_err QPO0_neg_err QPO0_FWHM QPO0_FWHM_pos_err QPO0_FWHM_neg_err QPO0_IP  QPO0_IP_pos_err  QPO0_IP_neg_err Sig. QPO1_freq QPO1_pos_err QPO1_neg_err QPO1_FWHM QPO1_FWHM_pos_err QPO1_FWHM_neg_err QPO1_IP  QPO1_IP_pos_err  QPO1_IP_neg_err Sig. QPO2_freq QPO2_pos_err QPO2_neg_err QPO2_FWHM QPO2_FWHM_pos_err QPO2_FWHM_neg_err QPO2_IP QPO2_IP_pos_err QPO2_IP_neg_err Sig. QPO3_freq QPO3_pos_err QPO3_neg_err QPO3_FWHM QPO3_FWHM_pos_err QPO3_FWHM_neg_err QPO3_IP QPO3_IP_pos_err  QPO3_IP_neg_err Sig. Type 1st_time last_time
XTEJ1550-564 30191-01-30-00 3.29084754E+00 2.39135679E-02 2.35340614E-02 1.07416105E+00 9.00699943E-02 7.89129436E-02 2.51918403E-03 2.11048755E-04 1.86948848E-04 13.4753 6.48341370E+00 7.63019687E-03 7.45596224E-03 6.59011841E-01 2.68356949E-02 2.37224344E-02 6.00234745E-03 1.54890862E-04 1.34212954E-04 44.7226 1.29333248E+01 4.97892648E-02 4.46485616E-02 1.02477634E+00 1.64508194E-01 1.30303070E-01 2.70617398E-04 3.41358282E-05 2.86900249E-05 9.43246 - - - - - - - - - - C 0.0 2875.0
XTEJ1550-564 30191-01-31-00 3.49659204E+00 4.56902310E-02 4.30693850E-02 1.36302149E+00 1.34998858E-01 1.26069307E-01 2.33489578E-03 2.50390498E-04 2.39934132E-04 9.7314 6.76680422E+00 2.31717583E-02 2.23515835E-02 9.99166548E-01 6.63483590E-02 5.98011576E-02 4.75008506E-03 3.22213542E-04 3.33032251E-04 14.2631 1.32839127E+01 2.29142249E-01 3.05121899E-01 5.51460123E+00 1.22628510E+00 1.04408216E+00 1.19545730E-03 3.56441364E-04 2.93719932E-04 4.07006 - - - - - - - - - - C 0.0 3396.0
XTEJ1550-564 30191-01-31-01 3.49408674E+00 2.93906257E-02 2.91454587E-02 1.24151313E+00 9.90790427E-02 8.73412341E-02 2.76798429E-03 2.04112031E-04 1.89012659E-04 14.6444 6.71566010E+00 1.18448250E-02 1.24980202E-02 7.86034822E-01 4.81650196E-02 4.52885181E-02 4.99050785E-03 2.57918175E-04 2.62636779E-04 19.0016 1.32961502E+01 2.09177300E-01 2.62270004E-01 5.88026285E+00 9.02543366E-01 9.62683618E-01 1.44648168E-03 3.06575152E-04 3.22902459E-04 4.47962 - - - - - - - - - - C 0.0 1992.0
XTEJ1550-564 30191-01-32-00 2.30158520E+00 1.24779470E-01 1.99150160E-01 1.31270778E+00 4.10640895E-01 2.82427043E-01 1.54147288E-04 2.82605906E-05 2.43918912E-05 6.31961 5.45638514E+00 1.57923792E-02 1.55697614E-02 5.81889331E-01 2.59029791E-02 2.44873706E-02 1.43655436E-03 4.59543007E-05 4.51929773E-05 31.7871 1.06275644E+01 5.72074354E-02 5.65778315E-02 1.94287920E+00 1.78712592E-01 1.62677780E-01 3.42040963E-04 1.96444562E-05 1.92453772E-05 17.7726 - - - - - - - - - - B 0.0 878.0
XTEJ1550-564 30191-01-33-00 2.79022789E+00 1.14081670E-02 1.15548819E-02 5.31990528E-01 2.45835185E-02 2.21057180E-02 1.65883350E-04 6.07384709E-06 5.57109797E-06 29.7757 5.42020226E+00 5.11016697E-03 5.01845963E-03 6.28022194E-01 8.09427444E-03 6.91018673E-03 1.64653023E-03 1.56439328E-05 1.57197555E-05 104.743 1.04494925E+01 1.59553122E-02 1.59256384E-02 1.94953644E+00 5.03960699E-02 4.33116034E-02 4.48418898E-04 8.04073352E-06 6.86537442E-06 65.316 - - - - - - - - - - B 0.0 14435.0
XTEJ1550-564 30191-01-34-01 - - - - - - - - - - 4.91610861E+00 9.90252383E-03 9.67079960E-03 4.19377029E-01 1.68179404E-02 1.59752984E-02 1.54352456E-03 4.67184545E-05 4.68608159E-05 32.9385 9.80141258E+00 4.58799601E-02 4.70470861E-02 1.55881262E+00 1.49578899E-01 1.33876309E-01 2.93269870E-04 1.63922468E-05 1.61156004E-05 18.1979 - - - - - - - - - - B 0.0 1131.0
XTEJ1550-564 40401-01-51-01 2.66077566E+00 9.93063301E-02 9.13923308E-02 1.10445511E+00 2.10603267E-01 1.74476087E-01 1.39654861E-04 2.30199621E-05 2.19872873E-05 6.35162 5.91456223E+00 1.35100903E-02 1.34763811E-02 5.63573301E-01 2.22858917E-02 2.11105272E-02 1.30849413E-03 3.96057367E-05 3.96402938E-05 33.0092 1.14710741E+01 1.36392146E-01 1.49378091E-01 2.90964031E+00 4.12797660E-01 3.70658755E-01 2.69325014E-04 2.43526902E-05 2.38132561E-05 11.3099 - - - - - - - - - - B 0.0 1072.0
XTEJ1550-564 40401-01-53-00 2.88546896E+00 5.42901792E-02 5.80835603E-02 1.13193810E+00 1.14533633E-01 1.07161023E-01 3.16582125E-04 2.55318646E-05 2.51019010E-05 12.6119 6.33843136E+00 9.81734321E-03 9.60304961E-03 5.43093920E-01 1.55966263E-02 1.51125491E-02 1.24507700E-03 2.71369117E-05 2.69802458E-05 46.1477 1.22230015E+01 5.29571213E-02 5.41872606E-02 2.16467738E+00 1.72095388E-01 1.58424258E-01 3.00657179E-04 1.46524590E-05 1.44725491E-05 20.7743 1.85307674E+01 1.54937431E-01 1.13833390E-01 9.52468038E-01 4.76992309E-01 3.18117291E-01 3.41741543E-05 9.10426934E-06 7.55537803E-06 4.52316 B 0.0 2252.0
XTEJ1550-564 40401-01-55-00 3.02750969E+00 2.16161534E-02 2.26478465E-02 7.31824934E-01 4.99416590E-02 4.61078100E-02 3.20829393E-04 1.59511310E-05 1.56664828E-05 20.4787 6.14222527E+00 1.01346485E-02 9.99808777E-03 6.35045588E-01 1.66101493E-02 1.62016936E-02 1.30280980E-03 2.47146618E-05 2.46793879E-05 52.7894 1.18151178E+01 4.99422699E-02 5.19897342E-02 2.45808053E+00 1.78162530E-01 1.64851189E-01 3.14508739E-04 1.34122656E-05 1.31446204E-05 23.9268 - - - - - - - - - - B 0.0 2416.0
XTEJ1550-564 40401-01-56-00 3.09260964E+00 2.42933333E-02 2.46111546E-02 5.15300035E-01 5.72624803E-02 5.21420911E-02 5.92605153E-04 4.65835255E-05 4.66528691E-05 12.7024 6.17577696E+00 2.45838538E-02 2.45472863E-02 7.38170862E-01 4.37330343E-02 4.08566892E-02 1.37735181E-03 6.02304463E-05 6.11447758E-05 22.5261 1.16821804E+01 1.11440510E-01 1.23106323E-01 2.30321407E+00 4.32506084E-01 3.49584043E-01 3.86930216E-04 4.06509062E-05 3.87608670E-05 9.9825 - - - - - - - - - - B 0.0 496.0
XTEJ1550-564 40401-01-56-01 3.16553402E+00 4.50785756E-02 4.53908890E-02 3.92364264E-01 9.25245360E-02 8.22330713E-02 4.56799986E-04 8.10943020E-05 8.07474644E-05 5.65714 6.21845102E+00 5.01102321E-02 4.82852906E-02 7.16279328E-01 8.90222639E-02 7.98993334E-02 1.35148305E-03 1.17317810E-04 1.18585784E-04 11.3967 1.17685432E+01 4.21842366E-01 6.74687088E-01 4.14747763E+00 2.32064724E+00 1.44624102E+00 3.97116994E-04 1.15703311E-04 9.22103500E-05 4.30664 - - - - - - - - - - B 0.0 144.0
XTEJ1550-564 40401-01-57-00 3.45438075E+00 3.45616974E-02 3.55431959E-02 1.50609815E+00 1.69890374E-01 1.37963712E-01 2.90573575E-03 3.45562934E-04 2.83083878E-04 10.2646 6.69471645E+00 1.38488449E-02 1.44344755E-02 8.38140726E-01 6.04021028E-02 5.38977683E-02 4.37903497E-03 3.66634136E-04 3.11273005E-04 14.0681 1.35405664E+01 2.39740670E-01 2.85451293E-01 6.71243382E+00 7.53242433E-01 6.80624485E-01 1.85098767E-03 2.80027132E-04 2.47992924E-04 7.46387 - - - - - - - - - - C 0.0 2746.0
XTEJ1550-564 40401-01-58-00 2.82628012E+00 2.24412549E-02 2.42135283E-02 5.08885801E-01 6.52178302E-02 5.79009019E-02 2.72806792E-04 2.33953269E-05 2.29321122E-05 11.8963 5.54300308E+00 1.52665162E-02 1.52711337E-02 6.01992667E-01 2.28503514E-02 2.21698396E-02 1.68346707E-03 5.20287904E-05 5.09340862E-05 33.0519 1.05663013E+01 5.27648516E-02 5.40589131E-02 1.91444969E+00 1.54274359E-01 1.39466822E-01 4.92650550E-04 2.71203517E-05 2.66200022E-05 18.5068 - - - - - - - - - - B 0.0 995.0
XTEJ1550-564 50134-01-02-00 - - - - - - - - - - 3.59745550E+00 1.22518353E-02 1.22888777E-02 5.71064293E-01 2.97651719E-02 2.82097515E-02 6.01043645E-03 2.07888341E-04 2.08840327E-04 28.7801 6.62674332E+00 1.38213575E-01 1.53321385E-01 3.46333790E+00 4.86935347E-01 4.14291948E-01 1.53836166E-03 1.48036139E-04 1.37142488E-04 11.2173 - - - - - - - - - - B 0.0 896.0
XTEJ1550-564 50134-01-04-00 - - - - - - - - - - 6.93592024E+00 1.83639117E-02 1.79486033E-02 5.77366531E-01 5.03227860E-02 4.78758812E-02 2.85643525E-03 1.79003662E-04 1.85753859E-04 15.3775 1.42958679E+01 2.08461672E-01 1.77902296E-01 5.79528999E+00 7.51289368E-01 7.25095332E-01 3.30220419E-03 3.39090999E-04 3.47944937E-04 9.49059 - - - - - - - - - - C 0.0 1376.0
XTEJ1550-564 50134-01-05-00 - - - - - - - - - - 4.48004866E+00 1.12440530E-02 9.48350877E-03 6.25765324E-01 3.47047895E-02 3.36923189E-02 1.00355688E-02 3.84855462E-04 3.96082818E-04 25.337 9.42245197E+00 8.20472986E-02 9.37201157E-02 1.06522703E+00 3.37809354E-01 2.43948326E-01 8.19324399E-04 2.28046323E-04 1.67887250E-04 4.88021 - - - - - - - - - - C 0.0 2400.0
XTEJ1550-564 50134-02-01-00 - - - - - - - - - - 1.26062155E+00 6.10742299E-03 6.34863693E-03 1.18345775E-01 1.34522002E-02 1.20797632E-02 2.36634184E-02 1.80842821E-03 1.81782793E-03 13.0174 2.54468822E+00 4.87974957E-02 2.79390756E-02 1.39574155E-01 8.47272873E-02 8.78086016E-02 9.41943028E-04 3.46845976E-04 3.17357364E-04 2.96808 - - - - - - - - - - C 0.0 816.0
XTEJ1550-564 50134-02-01-01 - - - - - - - - - - 4.00076199E+00 5.52758900E-03 5.06090419E-03 3.88603806E-01 1.22581255E-02 1.35415932E-02 1.48301208E-02 3.31560528E-04 3.46214132E-04 42.8351 8.18892956E+00 2.77811456E-02 2.66089421E-02 1.06810486E+00 1.09997965E-01 8.61678123E-02 2.11759913E-03 1.72701053E-04 1.35555980E-04 15.6216 - - - - - - - - - - - 0.0 3969.0
XTEJ1550-564 50134-02-02-00 1.94857991E+00 4.08456661E-02 4.60062250E-02 3.82817656E-01 1.90631807E-01 1.29660860E-01 7.40784017E-05 2.24032556E-05 1.91865256E-05 3.86096 4.53768063E+00 1.34947635E-02 1.33743063E-02 4.38491642E-01 2.05517318E-02 2.03308463E-02 2.82087666E-03 9.39012680E-05 9.38667727E-05 30.0519 8.92073727E+00 5.28312288E-02 5.21077663E-02 9.73377109E-01 1.67295605E-01 1.45008281E-01 3.66158289E-04 7.04308186E-05 6.37025369E-05 5.74794 - - - - - - - - - - B 0.0 1072.0
XTEJ1550-564 50135-01-01-00 - - - - - - - - - - 4.13775349E+00 1.22393155E-02 1.21382736E-02 6.35604918E-01 4.25721481E-02 4.05088291E-02 1.09559055E-02 5.26707154E-04 5.26655756E-04 20.8028 8.71383953E+00 9.84375551E-02 1.00499235E-01 1.11582625E+00 4.86850679E-01 3.52093101E-01 9.39448131E-04 3.42761254E-04 2.60801578E-04 3.60216 - - - - - - - - - - - 0.0 2048.0
XTEJ1550-564 50137-02-02-00 - - - - - - - - - - 2.58463234E-01 3.36964312E-03 3.04587232E-03 3.44944261E-02 7.82332849E-03 6.87529892E-03 1.43273799E-02 1.96064217E-03 2.00389815E-03 7.14975 5.18545985E-01 8.03879462E-03 6.01471728E-03 5.71133122E-02 2.36247219E-02 2.25719400E-02 4.51857597E-03 1.03013881E-03 1.01723580E-03 4.44201 8.19542289E-01 1.66889708E-02 1.51680633E-02 1.21298999E-01 1.20455980E-01 5.12181371E-02 2.68408586E-03 1.49422535E-03 8.73540062E-04 3.07265 C 0.0 1536.0
XTEJ1550-564 50137-02-03-00 - - - - - - - - - - 2.39770904E-01 1.66127656E-03 1.84236257E-03 2.65461616E-02 4.88881674E-03 4.36937623E-03 1.84876658E-02 2.04457063E-03 1.96475256E-03 9.40967 4.90947187E-01 1.05028618E-02 1.09339943E-02 5.56503944E-02 2.55404562E-02 1.88981444E-02 2.56071030E-03 9.77610587E-04 8.38125299E-04 3.05528 - - - - - - - - - - C 0.0 2432.0
XTEJ1550-564 50137-02-04-01 - - - - - - - - - - 2.51728207E-01 2.43844371E-03 2.53547402E-03 4.96612638E-02 7.77849555E-03 6.86966535E-03 1.85353700E-02 1.85693963E-03 1.91527465E-03 9.67766 5.13748884E-01 1.22129852E-02 8.80167540E-03 5.46584539E-02 4.53494266E-02 2.53824014E-02 1.65022956E-03 9.52015573E-04 6.60390535E-04 2.49887 - - - - - - - - - - C 0.0 3520.0
