Source	ObsID QPO0_freq QPO0_pos_err QPO0_neg_err QPO0_FWHM QPO0_FWHM_pos_err QPO0_FWHM_neg_err QPO0_IP  QPO0_IP_pos_err  QPO0_IP_neg_err Sig. QPO1_freq QPO1_pos_err QPO1_neg_err QPO1_FWHM QPO1_FWHM_pos_err QPO1_FWHM_neg_err QPO1_IP  QPO1_IP_pos_err  QPO1_IP_neg_err Sig. QPO2_freq QPO2_pos_err QPO2_neg_err QPO2_FWHM QPO2_FWHM_pos_err QPO2_FWHM_neg_err QPO2_IP QPO2_IP_pos_err QPO2_IP_neg_err Sig. QPO3_freq QPO3_pos_err QPO3_neg_err QPO3_FWHM QPO3_FWHM_pos_err QPO3_FWHM_neg_err QPO3_IP QPO3_IP_pos_err  QPO3_IP_neg_err Sig. Type 1st_time last_time
GRO1655-40 10261-01-05-00 8.51723194E+00 2.21036911E-01 2.24870130E-01 4.95304441E+00 1.03511298E+00 7.87413418E-01 3.42209794E-04 5.42626040E-05 4.61167983E-05 7.4205 1.65746536E+01 3.04076701E-01 3.07941765E-01 5.44070625E+00 1.16302204E+00 9.65990067E-01 2.30807491E-04 3.66539425E-05 3.56883356E-05 6.46731 - - - - - - - - - - - - - - - - - - - - C 0.0 876.0
GRO1655-40 91702-01-53-03 6.06784678E+00 6.88633144E-01 7.99257457E-01 1.31449680E+01 1.46648812E+00 1.76531148E+00 8.17843829E-04 7.55625224E-05 9.02687098E-05 9.0601 1.52592373E+01 1.54620603E-01 2.60243058E-01 1.57706380E+00 1.55288005E+00 6.17788494E-01 7.48000966E-05 4.87513498E-05 2.34406471E-05 3.19104 - - - - - - - - - - - - - - - - - - - - 1 0.0 1600.0
GRO1655-40 91702-01-54-00 7.80480289E+00 1.35844991E-01 1.19189575E-01 9.04187298E+00 2.21934184E-01 2.59353518E-01 2.02273717E-03 6.13291777E-05 7.88164762E-05 25.6639 1.88539753E+01 6.33867085E-02 6.81412369E-02 2.53579593E+00 1.92343503E-01 1.59402832E-01 2.42878115E-04 1.56430815E-05 1.27408093E-05 19.063 - - - - - - - - - - - - - - - - - - - - C 0.0 3280.0
GRO1655-40 91702-01-54-02 7.88447285E+00 1.40629888E-01 1.46535590E-01 9.00251293E+00 3.34008604E-01 3.18797439E-01 1.78000133E-03 6.51698938E-05 6.31423754E-05 28.1903 1.92409039E+01 9.67633724E-02 9.98810753E-02 2.46836329E+00 2.77376831E-01 2.59107083E-01 1.95212095E-04 1.70886269E-05 1.68400329E-05 11.5921 - - - - - - - - - - - - - - - - - - - - C 0.0 2438.0
GRO1655-40 91702-01-56-00G 7.16265345E+00 1.52570501E-01 1.34662375E-01 8.44012260E+00 1.97669834E-01 2.10714161E-01 2.36276002E-03 8.74237448E-05 1.04573191E-04 22.5943 1.85156879E+01 4.28180769E-02 4.28675674E-02 2.24735260E+00 1.24776699E-01 1.19222559E-01 3.13291122E-04 1.38118012E-05 1.32907217E-05 23.5722 - - - - - - - - - - - - - - - - - - - - C 11288.0 15064.0
GRO1655-40 91702-01-57-00G 7.62935829E+00 1.93557784E-01 1.83400869E-01 8.40439701E+00 2.49022707E-01 2.37598002E-01 2.18783552E-03 1.13282149E-04 1.24890765E-04 17.518 1.85586376E+01 5.52073941E-02 5.46490923E-02 2.32930541E+00 1.46655336E-01 1.47438437E-01 2.97995226E-04 1.48606432E-05 1.56425340E-05 19.0503 - - - - - - - - - - - - - - - - - - - - C 5632.0 7857.0
GRO1655-40 91702-01-58-01 7.15870333E+00 1.15636125E-01 9.52656418E-02 8.48556232E+00 1.74398899E-01 2.13965759E-01 2.30188551E-03 5.84841109E-05 7.65546865E-05 30.0685 1.83854599E+01 4.40839641E-02 4.64398079E-02 2.26927495E+00 1.25723600E-01 1.07979335E-01 3.04581830E-04 1.39834483E-05 1.17156897E-05 25.9978 - - - - - - - - - - - - - - - - - - - - C 0.0 3472.0
GRO1655-40 91702-01-63-00 6.95837116E+00 1.06897578E-01 1.14817217E-01 9.99755573E+00 3.77903521E-01 3.76364470E-01 1.26559031E-03 3.90285641E-05 3.97486219E-05 31.8399 1.66379757E+01 1.55649886E-01 1.65464059E-01 6.14928150E+00 3.83373708E-01 3.59665215E-01 3.97952477E-04 3.08334093E-05 2.86847644E-05 13.8733 - - - - - - - - - - - - - - - - - - - - C 0.0 3568.0
GRO1655-40 91702-01-63-00-2 8.07616043E+00 1.78197876E-01 1.80618599E-01 1.06016541E+01 4.62483793E-01 4.90034699E-01 8.00225069E-04 3.08313574E-05 3.37653619E-05 23.6996 1.67316093E+01 1.19844116E-01 1.30575672E-01 4.78384972E+00 3.77217054E-01 3.40162158E-01 2.97829625E-04 2.57248084E-05 2.30282640E-05 12.9332 - - - - - - - - - - - - - - - - - - - - C 5713.0 9252.0
GRO1655-40 91702-01-63-00-3 8.21981049E+00 2.83960998E-01 2.56362826E-01 1.14906988E+01 1.42797780E+00 1.40117729E+00 5.22930699E-04 5.26586882E-05 5.22628470E-05 10.0058 1.74020538E+01 2.02273279E-01 2.01370403E-01 4.61181259E+00 7.34606922E-01 7.47085750E-01 2.00910770E-04 3.64618027E-05 3.50171904E-05 5.73749 - - - - - - - - - - - - - - - - - - - - C 11569.0 14916.0
GRO1655-40 91702-01-63-01 8.89106464E+00 3.17756534E-01 3.14044118E-01 1.20378532E+01 7.47902393E-01 7.36339033E-01 7.40480027E-04 4.08512497E-05 4.15056129E-05 17.8405 1.69070034E+01 1.32654339E-01 1.36325523E-01 3.62358236E+00 4.53404576E-01 4.22125340E-01 2.31407626E-04 2.90736698E-05 2.73810801E-05 8.45137 - - - - - - - - - - - - - - - - - - - - C 5274.0 7722.0
GRO1655-40 91702-01-64-00 8.63173676E+00 2.32550204E-01 2.26496965E-01 1.14755363E+01 6.46770954E-01 6.51314735E-01 6.28734240E-04 2.96009639E-05 3.06236689E-05 20.531 1.71489887E+01 1.06873438E-01 1.08874969E-01 3.71222615E+00 3.23670805E-01 3.05986553E-01 2.31249840E-04 2.06248369E-05 1.96039437E-05 11.7961 - - - - - - - - - - - - - - - - - - - - C 0.0 3216.0
GRO1655-40 91702-01-64-00-2 7.28326893E+00 1.20685786E-01 1.20341077E-01 1.04608192E+01 3.52148056E-01 3.74272108E-01 1.27164053E-03 3.47806163E-05 3.81414648E-05 33.3401 1.70428638E+01 1.11351132E-01 1.20531105E-01 4.80393696E+00 3.52080554E-01 3.18476617E-01 3.20379244E-04 2.49991062E-05 2.23813659E-05 14.3146 - - - - - - - - - - - - - - - - - - - - C 5680.0 9219.0
GRO1655-40 91702-01-64-02 8.99647236E+00 3.21096271E-01 3.24348569E-01 1.29396544E+01 9.76801097E-01 9.90808189E-01 6.91268826E-04 4.05134087E-05 4.34490830E-05 15.9099 1.73612785E+01 1.51527524E-01 1.60963133E-01 3.14354968E+00 6.25159740E-01 5.39213836E-01 1.42058634E-04 2.75998427E-05 2.37192471E-05 5.98917 - - - - - - - - - - - - - - - - - - - - C 0.0 2272.0
GRO1655-40 91702-01-64-03 8.46300125E+00 3.55142593E-01 3.67927283E-01 1.17936239E+01 9.66584444E-01 1.06492877E+00 7.08753592E-04 5.27580742E-05 6.08455885E-05 11.6484 1.69606171E+01 2.04455242E-01 2.39946932E-01 4.14920378E+00 7.28996992E-01 6.20105982E-01 2.46247742E-04 4.65727935E-05 3.80298079E-05 6.47512 - - - - - - - - - - - - - - - - - - - - C 0.0 2432.0
GRO1655-40 91702-01-65-00 7.45626545E+00 2.27924824E-01 2.37720281E-01 1.09160614E+01 7.04870939E-01 7.35529661E-01 9.24183638E-04 5.27518205E-05 5.69383119E-05 16.2313 1.66764908E+01 1.85345545E-01 2.07138985E-01 5.49939871E+00 5.89044213E-01 5.40900290E-01 3.52615054E-04 4.33644891E-05 3.86673491E-05 9.11919 - - - - - - - - - - - - - - - - - - - - C 0.0 3312.0
GRO1655-40 91702-01-65-03 8.47465611E+00 5.38638234E-01 5.38678348E-01 1.14238596E+01 1.52753806E+00 1.60725832E+00 5.91087795E-04 6.60210062E-05 7.52933847E-05 7.85046 1.75665398E+01 2.92047352E-01 3.62818271E-01 4.25101757E+00 1.14013207E+00 8.92476439E-01 2.13253457E-04 5.83281872E-05 4.57076603E-05 4.6656 - - - - - - - - - - - - - - - - - - - - C 0.0 1712.0
GRO1655-40 91702-01-67-02 9.12602901E+00 4.14035112E-01 4.41411436E-01 5.84959221E+00 1.93461084E+00 1.39443386E+00 1.74246161E-04 5.45860239E-05 4.45485748E-05 3.91137 1.88944798E+01 6.14353538E-01 6.69285953E-01 7.69552135E+00 1.90720451E+00 1.57481170E+00 1.74897170E-04 3.41718842E-05 3.30372204E-05 5.29394 - - - - - - - - - - - - - - - - - - - - - 0.0 3440.0
GRO1655-40 91702-01-72-00 8.64835358E+00 4.49311197E-01 4.28488702E-01 6.97684145E+00 1.81566191E+00 1.49341416E+00 2.72032805E-04 5.77608589E-05 5.54833459E-05 4.90296 1.83740616E+01 1.20058358E+00 1.21250772E+00 8.28216648E+00 2.76242185E+00 2.14301944E+00 1.51324624E-04 4.99100133E-05 4.31514745E-05 3.50682 - - - - - - - - - - - - - - - - - - - - - 0.0 3216.0
