Source	ObsID QPO0_freq QPO0_pos_err QPO0_neg_err QPO0_FWHM QPO0_FWHM_pos_err QPO0_FWHM_neg_err QPO0_IP  QPO0_IP_pos_err  QPO0_IP_neg_err Sig. QPO1_freq QPO1_pos_err QPO1_neg_err QPO1_FWHM QPO1_FWHM_pos_err QPO1_FWHM_neg_err QPO1_IP  QPO1_IP_pos_err  QPO1_IP_neg_err Sig. QPO2_freq QPO2_pos_err QPO2_neg_err QPO2_FWHM QPO2_FWHM_pos_err QPO2_FWHM_neg_err QPO2_IP QPO2_IP_pos_err QPO2_IP_neg_err Sig. QPO3_freq QPO3_pos_err QPO3_neg_err QPO3_FWHM QPO3_FWHM_pos_err QPO3_FWHM_neg_err QPO3_IP QPO3_IP_pos_err  QPO3_IP_neg_err Sig. Type 1st_time last_time
GX339-4 70108-03-01-00 6.60414577E-01 6.41149515E-03 6.01587072E-03 1.37077346E-01 2.81164274E-02 2.65309587E-02 3.84599320E-03 5.90845535E-04 5.77954983E-04 6.65449 1.38241017E+00 1.08028380E-02 1.07093425E-02 2.38362983E-01 4.40428704E-02 3.54008600E-02 4.00717696E-03 7.65128119E-04 6.12744770E-04 6.53972 - - - - - - - - - - - - - - - - - - - - C 9408.0 12224.0
GX339-4 70108-03-01-00-2 6.29287481E-01 9.91165265E-03 1.29068559E-02 2.44475782E-01 5.76656722E-02 4.97906953E-02 4.74289106E-03 1.10163644E-03 9.33835865E-04 5.07893 1.28888524E+00 8.85979179E-03 8.53874721E-03 2.11806908E-01 3.44745554E-02 3.32476199E-02 4.07778006E-03 6.23829430E-04 6.06800022E-04 6.72014 - - - - - - - - - - - - - - - - - - - - C 3712.0 7432.0
GX339-4 70109-01-06-00 6.09779119E-01 9.03457310E-03 6.87799510E-03 9.41157788E-02 8.92430320E-02 2.60838643E-02 2.48655374E-03 1.21089537E-03 5.08758123E-04 4.8875 1.23956895E+00 1.01550259E-02 9.39007755E-03 1.65771514E-01 3.46158892E-02 2.81161889E-02 3.93807888E-03 6.48342131E-04 5.68274758E-04 6.92989 - - - - - - - - - - - - - - - - - - - - C 0.0 1856.0
GX339-4 90704-01-01-00 7.35268235E-01 8.90800077E-03 8.44265427E-03 1.15562148E-01 3.84554528E-02 2.64577568E-02 2.33397842E-03 5.55063132E-04 4.60932002E-04 5.06361 1.48982847E+00 1.90644655E-02 1.82103515E-02 2.92072386E-01 5.54765239E-02 4.95206527E-02 4.14609024E-03 9.38975601E-04 8.64598667E-04 4.79539 - - - - - - - - - - - - - - - - - - - - C 0.0 3072.0
GX339-4 92035-01-02-06 9.88110125E-01 5.07216901E-03 4.65810904E-03 9.03571174E-02 1.54304542E-02 1.43166240E-02 2.18782970E-03 2.40104331E-04 2.43644958E-04 8.97958 1.99203479E+00 3.51979234E-03 3.50947888E-03 1.62274659E-01 1.19288322E-02 1.03104468E-02 7.23266229E-03 2.93973571E-04 2.81136425E-04 25.7265 - - - - - - - - - - - - - - - - - - - - C 0.0 3459.0
GX339-4 92035-01-03-00 1.14038837E+00 5.39005874E-03 5.89521555E-03 7.35867545E-02 1.18060149E-02 1.64491013E-02 2.46502645E-03 2.09668287E-04 2.05600154E-04 11.9894 2.26998591E+00 4.08775918E-03 4.16812673E-03 1.64807543E-01 1.30097829E-02 1.13736326E-02 6.01921696E-03 2.77284707E-04 2.60891509E-04 23.0717 - - - - - - - - - - - - - - - - - - - - C 0.0 3451.0
GX339-4 92085-01-03-00 3.82185197E+00 8.15713406E-02 7.73002729E-02 1.67941129E+00 2.80728191E-01 2.62738407E-01 1.47894409E-03 2.94722675E-04 3.03697656E-04 4.86979 7.01497507E+00 4.65559810E-02 4.90994640E-02 2.39398217E+00 2.12969646E-01 2.48291299E-01 3.23499460E-03 3.13834549E-04 4.13891568E-04 7.81604 - - - - - - - - - - - - - - - - - - - - C 0.0 3728.0
GX339-4 92085-01-03-02 3.89432907E+00 6.98182359E-02 6.64424449E-02 1.77704060E+00 2.50004470E-01 2.18515292E-01 1.69224874E-03 2.43585018E-04 2.21616341E-04 7.63594 7.37647772E+00 6.38760105E-02 6.65595755E-02 3.14485359E+00 2.80529618E-01 3.06066841E-01 3.46923689E-03 3.40092578E-04 4.38462332E-04 7.91228 - - - - - - - - - - - - - - - - - - - - C 0.0 3845.0
GX339-4 92085-01-03-03 3.78449488E+00 7.73384720E-02 7.82120228E-02 1.66942739E+00 2.96692789E-01 3.11383963E-01 1.40155910E-03 3.07424780E-04 3.95828538E-04 3.54082 6.96091986E+00 7.16114789E-02 6.60865605E-02 2.94057322E+00 4.06842589E-01 5.67470074E-01 3.44094657E-03 4.70938976E-04 7.71298190E-04 4.46124 - - - - - - - - - - - - - - - - - - - - C 0.0 3184.0
GX339-4 95409-01-14-02 1.24386454E+00 7.45860720E-03 6.76838448E-03 8.60039815E-02 1.80928148E-02 1.47563983E-02 2.02184124E-03 2.91831646E-04 2.79407192E-04 7.23618 2.49129868E+00 6.38050679E-03 6.24700170E-03 1.69340387E-01 1.64215341E-02 1.47919171E-02 5.69352508E-03 3.46364104E-04 3.50168528E-04 16.2594 - - - - - - - - - - - - - - - - - - - - C 0.0 1572.0
GX339-4 95409-01-14-03 - - - - - - - - - - 1.58725882E+00 4.14881716E-03 5.71720535E-03 5.91080897E-02 2.31245365E-02 2.19156668E-02 2.61021964E-03 9.15363024E-04 3.58873192E-04 7.27338 3.14810801E+00 7.82962702E-03 8.99550971E-03 1.70286134E-01 2.97749806E-02 3.30102704E-02 3.85276577E-03 3.29695642E-04 3.40061262E-04 11.3296 - - - - - - - - - - C 0.0 816.0
